Mean_Personal_Weight,Org_Reward_Mean,Org_Reward_CI_Low,Org_Reward_CI_High,Personal_Reward_Mean,Personal_Reward_CI_Low,Personal_Reward_CI_High,Shadow_Links_Mean,Shadow_Links_CI_Low,Shadow_Links_CI_High,Shadow_Links_Total_Mean,Shadow_Links_Total_CI_Low,Shadow_Links_Total_CI_High
0.1,0.043179252827393204,0.028587596736241186,0.05777090891854522,0.10836995271227108,0.09039949717664753,0.12634040824789464,1.12,0.7228077207866868,1.5171922792133135,28.000000000000004,18.07019301966717,37.929806980332835
0.2,0.04069195465702501,0.026678248737130032,0.054705660576919994,0.10447975412132564,0.08697036068025972,0.12198914756239156,1.0,0.6421545957632915,1.3578454042367085,25.0,16.053864894082288,33.94613510591771
0.3,0.03646804146939568,0.023666015248704313,0.04927006769008705,0.15182858728160023,0.11255927689839745,0.191097897664803,0.92,0.6446682485921151,1.195331751407885,23.0,16.11670621480288,29.883293785197125
0.4,0.030948270002000358,0.01884285221502594,0.043053687788974775,0.1465133829242687,0.11370404856274911,0.17932271728578825,0.88,0.5955185301875241,1.164481469812476,22.0,14.887963254688103,29.112036745311897
0.5,0.024289806351756163,0.01575758171622439,0.032822030987287934,0.17339245725155716,0.13811746570511016,0.20866744879800417,0.56,0.3314266857220643,0.7885733142779359,14.000000000000002,8.285667143051608,19.714332856948396
0.6,0.01760949639903581,0.010904451025388964,0.024314541772682656,0.12570214106769736,0.10258454478011732,0.1488197373552774,0.48,0.28011843506716283,0.6798815649328371,12.0,7.0029608766790705,16.997039123320928
0.7,0.014552791467330082,0.008515209115308266,0.020590373819351897,0.21657947220580862,0.1741467695292145,0.25901217488240275,0.52,0.32011843506716287,0.7198815649328372,13.0,8.002960876679072,17.997039123320928
0.8,0.007477807483115491,0.004342893709508371,0.01061272125672261,0.19775866256886188,0.12343295220097765,0.2720843729367461,0.48,0.28011843506716283,0.6798815649328371,12.0,7.0029608766790705,16.997039123320928
0.9,0.0038771385366915215,0.0022723394784214656,0.0054819375949615775,0.20327273570749352,0.15104007675151998,0.25550539466346706,0.32,0.13337067040074688,0.5066293295992531,8.0,3.334266760018672,12.665733239981328
