GV_KEY,Year,Avg_Shadow_Links,Std_Shadow_Links,Min_Shadow_Links,Max_Shadow_Links,Num_Observations
10453,1997,1.2222222222222223,0.9428090415820634,0,3,18
11818,2007,0.8333333333333334,0.3834824944236852,0,1,18
6097,2003,0.8333333333333334,0.9235481451827989,0,3,18
7985,1999,0.5555555555555556,0.6156987634551992,0,2,18
14535,2018,0.05555555555555555,0.23570226039551584,0,1,18
